text;retweet_count;favorited;truncated;id_str;in_reply_to_screen_name;source;retweeted;created_at;in_reply_to_status_id_str;in_reply_to_user_id_str;lang;listed_count;verified;location;user_id_str;description;geo_enabled;user_created_at;statuses_count;followers_count;favourites_count;protected;user_url;name;time_zone;user_lang;utc_offset;friends_count;screen_name;country_code;country;place_type;full_name;place_name;place_id;place_lat;place_lon;lat;lon;expanded_url;url
"RT @cunadelanoticia: #RosarioSangra: Convocan a una nueva #marcha por #seguridad
https://t.co/9Zk8FUt0a8  #Rosario #Muerte #Inseguridad htt…";33;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:06:55 +0000 2016;NA;NA;es;7;FALSO;Rosario, Argentina;328605609;NA;VERDADERO;Sun Jul 03 17:55:13 +0000 2011;2071;465;1416;FALSO;NA;GMarizza;Buenos Aires;es;-10800;1238;GMarizza;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;http://www.cunadelanoticia.com/?p=106068;https://t.co/9Zk8FUt0a8
#RosarioSangra. Y los fiscales ante esto no actúan de oficio ??? Estamos absolutamente desprotegidos https://t.co/Hf1SzkaUCV;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:24:36 +0000 2016;NA;NA;es;0;FALSO;NA;4308556535;madre, abogada y cansada de tanta inseguridad e injusticia en Rosario.;FALSO;Sat Nov 28 15:49:57 +0000 2015;170;41;332;FALSO;NA;Isabella Coria;NA;es;NA;205;isasolcoria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/ajms7/status/773193650369167360;https://t.co/Hf1SzkaUCV
RT @isasolcoria: #RosarioSangra. Y los fiscales ante esto no actúan de oficio ??? Estamos absolutamente desprotegidos https://t.co/Hf1SzkaU…;1;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:26:22 +0000 2016;NA;NA;es;26;FALSO;Rosario;156502916;zona sur de Rosario - Leproso quejoso y gorila - si no te gusta anda a lavarte el upite;VERDADERO;Thu Jun 17 03:24:26 +0000 2010;61009;2179;20821;FALSO;NA;Gallo Claudio;Buenos Aires;es;-10800;2355;ajms7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/ajms7/status/773193650369167360;https://t.co/Hf1SzkaUCV
#RosarioSangra  a 48hs de pedir x nuestro derecho a vivir en libertad el hijo tiene que pedir sangre @maxipullaro . https://t.co/MpH3w0Z9H8;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:27:02 +0000 2016;NA;NA;es;20;FALSO;Brooklyn, NY;2784757783;Libertad para ser ineficiente y desgraciado.Libertad para ser una clavija redonda en un agujero cuadrado. (Un mundo feliz, Aldous Huxley) (((CHATARRERA)));VERDADERO;Mon Sep 01 21:28:23 +0000 2014;37165;2187;41003;FALSO;NA;Vecina de Brooklyn;Buenos Aires;es;-10800;1762;fugitivahuella;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/leodelga2/status/773221736150081537;https://t.co/MpH3w0Z9H8
RT @ajms7: #RosarioSangra @leodelga2 @emergenciasAR @RosarioAlerta @rosarioinsegura @MinSeg https://t.co/2vX90rsdkx;13;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:27:12 +0000 2016;NA;NA;und;48;FALSO;Salta, Argentina, el infierno;51547321;Escribo... locurrencias® (mezcla de locura y ocurrencias).  Un día me echaron a los lobos, ahora lidero la manada.  Ojo con los DM, los puedo hacer públicos!;VERDADERO;Sat Jun 27 20:31:59 +0000 2009;72284;4718;82818;FALSO;http://www.twitter.com/carifarfanok;(((L-O-B-A)));America/Argentina/Buenos_Aires;es;-10800;1770;carinafarfanOK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
El ministro @maxipullaro dice que se siente igual a todos, no parece. No nos vienen sucediendo los mismos episodios. #RosarioSangra;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:29:32 +0000 2016;NA;NA;es;20;FALSO;Brooklyn, NY;2784757783;Libertad para ser ineficiente y desgraciado.Libertad para ser una clavija redonda en un agujero cuadrado. (Un mundo feliz, Aldous Huxley) (((CHATARRERA)));VERDADERO;Mon Sep 01 21:28:23 +0000 2014;37166;2187;41003;FALSO;NA;Vecina de Brooklyn;Buenos Aires;es;-10800;1762;fugitivahuella;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"¿Cuánto vale una vida Sr Ministro? ¿Cuánto vale morir para siempre, Sr Ministro?
https://t.co/lis1Nzr5x3";0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:31:10 +0000 2016;NA;NA;es;20;FALSO;Brooklyn, NY;2784757783;Libertad para ser ineficiente y desgraciado.Libertad para ser una clavija redonda en un agujero cuadrado. (Un mundo feliz, Aldous Huxley) (((CHATARRERA)));VERDADERO;Mon Sep 01 21:28:23 +0000 2014;37167;2187;41003;FALSO;NA;Vecina de Brooklyn;Buenos Aires;es;-10800;1762;fugitivahuella;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/fugitivahuella/status/773302141096194052;https://t.co/lis1Nzr5x3
RT @fugitivahuella: #RosarioSangra  a 48hs de pedir x nuestro derecho a vivir en libertad el hijo tiene que pedir sangre @maxipullaro . htt…;1;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:32:26 +0000 2016;NA;NA;es;12;FALSO;NA;239462117;casada..tres hijos..una nieta maravillosa.una hermosa familia;VERDADERO;Mon Jan 17 17:44:52 +0000 2011;14321;234;15687;FALSO;NA;Susy;Brasilia;es;-10800;646;Susysappietro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/leodelga2/status/773221736150081537;https://t.co/MpH3w0Z9H8
RT @fugitivahuella: El ministro @maxipullaro dice que se siente igual a todos, no parece. No nos vienen sucediendo los mismos episodios. #R…;1;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:33:52 +0000 2016;NA;NA;es;4;FALSO;NA;1979410922;NA;VERDADERO;Mon Oct 21 17:15:31 +0000 2013;5728;146;1951;FALSO;NA;supercanalla;NA;es;NA;513;MGuastamacchi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @isasolcoria: #RosarioSangra. Y los fiscales ante esto no actúan de oficio ??? Estamos absolutamente desprotegidos https://t.co/Hf1SzkaU…;2;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:35:01 +0000 2016;NA;NA;es;4;FALSO;Rosario - Argentina;142827637;A veces, me temo.;VERDADERO;Tue May 11 21:44:17 +0000 2010;16528;330;10212;FALSO;NA;Houston, a problem..;Buenos Aires;es;-10800;755;pipoingeniero;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/ajms7/status/773193650369167360;https://t.co/Hf1SzkaUCV
"RT @fugitivahuella: ¿Cuánto vale una vida Sr Ministro? ¿Cuánto vale morir para siempre, Sr Ministro?
https://t.co/lis1Nzr5x3";1;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:41:53 +0000 2016;NA;NA;es;8;FALSO;NA;153063801;NA;FALSO;Mon Jun 07 15:57:48 +0000 2010;9528;140;2991;FALSO;NA;Carina Alejandra CAs;NA;es;NA;419;caricas52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/fugitivahuella/status/773302141096194052;https://t.co/lis1Nzr5x3
RT @ajms7: #RosarioSangra @leodelga2 @emergenciasAR @RosarioAlerta @rosarioinsegura @MinSeg https://t.co/2vX90rsdkx;14;FALSO;FALSO;7,73E+17;NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>";FALSO;Tue Sep 06 23:42:31 +0000 2016;NA;NA;und;42;FALSO;PROV  BUENOS AIRES;2288939745;Empleada -fana de Boquita -amo la democracia- los animales menos los k Amo a Ceratti . Pedro Aznar.;FALSO;Sat Jan 18 00:25:20 +0000 2014;102884;1335;92424;FALSO;NA;Maggie Bu;NA;es;NA;2252;MaggieBu1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/5NSpRUhpA2;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:44:27 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15086;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/88XbFdD8tm;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:44:54 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15087;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/blyEHYgMJA;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:45:20 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15088;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/rzXjZp70Yv;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:45:57 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15089;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RT @fugitivahuella: ¿Cuánto vale una vida Sr Ministro? ¿Cuánto vale morir para siempre, Sr Ministro?
https://t.co/lis1Nzr5x3";2;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:46:11 +0000 2016;NA;NA;es;12;FALSO;NA;239462117;casada..tres hijos..una nieta maravillosa.una hermosa familia;VERDADERO;Mon Jan 17 17:44:52 +0000 2011;14328;234;15694;FALSO;NA;Susy;Brasilia;es;-10800;646;Susysappietro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;https://twitter.com/fugitivahuella/status/773302141096194052;https://t.co/lis1Nzr5x3
#RosarioMarcha #RosarioSangra https://t.co/LrmnogzUuK;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:46:13 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15090;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra https://t.co/HXgIo3BNKl;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:46:31 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15091;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/8UL1uou7sr;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:47:01 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15092;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @FlaviusOk: #RosarioMarcha #RosarioSangra https://t.co/HXgIo3BNKl;1;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:47:11 +0000 2016;NA;NA;und;9;FALSO;NA;349958681;NA;FALSO;Sun Aug 07 00:13:54 +0000 2011;35116;2789;6884;FALSO;NA;LAJUSTICIAESTAMUERTA;NA;es;NA;4210;321raquel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra https://t.co/GUAUeQdFSz;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:47:24 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15093;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/fMFDnpwfQp;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:47:58 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15094;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @FlaviusOk: #RosarioMarcha #RosarioSangra https://t.co/HXgIo3BNKl;2;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:48:09 +0000 2016;NA;NA;und;10;FALSO;NA;3070537487;NA;FALSO;Wed Mar 04 18:52:13 +0000 2015;38994;1980;65025;FALSO;NA;Alicia Lioy;NA;es;NA;1975;AliciaLioy;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/723n4NbNeK;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:48:20 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15095;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @ajms7: #RosarioSangra @leodelga2 @emergenciasAR @RosarioAlerta @rosarioinsegura @MinSeg https://t.co/2vX90rsdkx;15;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:48:32 +0000 2016;NA;NA;und;25;FALSO;Rosario, Argentina;3507840497;Regla de salud mental :Aprender a distinguir quien merece una explicación, quien solo una respuesta y quien absolutamente nada??;VERDADERO;Tue Sep 01 02:10:06 +0000 2015;68045;3292;59535;FALSO;NA;Marcela 2.;NA;es;NA;2199;Marcela01404806;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @FlaviusOk: #RosarioMarcha #RosarioSangra https://t.co/HXgIo3BNKl;3;FALSO;FALSO;7,73E+17;NA;"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>";FALSO;Tue Sep 06 23:48:36 +0000 2016;NA;NA;und;0;FALSO;Pinamar;7,65E+17;Riquelme el mas grande y tesla el mejor de todos... Ex @Gusgusmel... Piojoso el que me reporto...;FALSO;Mon Aug 15 01:08:36 +0000 2016;663;102;905;FALSO;NA;gustavo melgarejo;NA;es;NA;327;elegus12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @FlaviusOk: #RosarioMarcha #RosarioSangra https://t.co/HXgIo3BNKl;4;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:48:44 +0000 2016;NA;NA;und;4;FALSO;Ciudad Autónoma de Buenos Aire;2549272547;"mujer, madre y laburante en empresa privada. Leer me lleva a vivir otras vidas Siempre hay alguien que esta peor..
(NO K)";VERDADERO;Thu May 15 19:50:15 +0000 2014;6773;828;7127;FALSO;http://www.instagram.com/sandramorales1341/;SanMorales#CFKPresa;NA;es;NA;798;sandraideas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra  @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/dMUxt6YqAX;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:49:02 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15096;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra https://t.co/2c6i0drmFf;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:49:34 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15097;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/WNgR45aS7D;0;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Tue Sep 06 23:50:05 +0000 2016;NA;NA;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15098;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;775;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @FlaviusOk: #RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/8UL1uou7sr;1;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";FALSO;Tue Sep 06 23:52:36 +0000 2016;NA;NA;und;42;FALSO;NA;36410389;Viviré hasta que vaya presa y le confisquen todo los que nos robo;VERDADERO;Wed Apr 29 17:09:45 +0000 2009;37766;13725;48516;FALSO;http://page.is/vilma-de-nismanfayt;Vilma de Nisman;Buenos Aires;es;-10800;12069;patmarino1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
@MonicaFein para las fotos en los barrios estamos todos! A ver si empezas a dar la cara #RosarioSangra;0;FALSO;FALSO;7,73E+17;MonicaFein;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:53:50 +0000 2016;7,73E+17;255613714;es;1;FALSO;NA;1553307938;CANOB;VERDADERO;Fri Jun 28 15:03:35 +0000 2013;2682;92;139;FALSO;NA;María Antonella;Brasilia;en;-10800;153;antonellapig;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @FlaviusOk: #RosarioMarcha #RosarioSangra https://t.co/HXgIo3BNKl;5;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";FALSO;Tue Sep 06 23:54:39 +0000 2016;NA;NA;und;29;FALSO;Buenos Aires;389212226;Abogada. Anti k , cansada q nos roben la esperanza. Animalista x conviccion. Amo el campo y soy gorila .#chaulodije;VERDADERO;Wed Oct 12 01:38:30 +0000 2011;37405;5786;12174;FALSO;NA;Urimari10;NA;en;NA;5608;Arcoiris57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @FlaviusOk: #RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/723n4NbNeK;1;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:56:20 +0000 2016;NA;NA;und;0;FALSO;Rosario (Sta. Fe);3071028101;Entre la crueldad con el ser humano y la brutalidad con los animales no hay más diferencia que la víctima. Alphonse de Lamartine;VERDADERO;Wed Mar 04 22:19:30 +0000 2015;276;246;95;FALSO;NA;RosarioMeMata;Buenos Aires;es;-10800;698;RosarioMeMata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @FlaviusOk: #RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/8UL1uou7sr;2;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Tue Sep 06 23:56:28 +0000 2016;NA;NA;und;0;FALSO;Rosario (Sta. Fe);3071028101;Entre la crueldad con el ser humano y la brutalidad con los animales no hay más diferencia que la víctima. Alphonse de Lamartine;VERDADERO;Wed Mar 04 22:19:30 +0000 2015;277;246;95;FALSO;NA;RosarioMeMata;Buenos Aires;es;-10800;698;RosarioMeMata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RT @FlaviusOk: #RosarioMarcha #RosarioSangra @ComunidadMitre @emergenciasAR @viarosario @rosariodesp @RosarioMeMata https://t.co/WNgR45aS7D;1;FALSO;FALSO;7,73E+17;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";FALSO;Wed Sep 07 00:05:32 +0000 2016;NA;NA;und;2;FALSO;NA;7,18E+17;Sobreviviente;VERDADERO;Thu Apr 07 17:50:22 +0000 2016;2930;275;6360;FALSO;NA;Andrea Benitez;NA;es;NA;314;AndreaB68360787;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
@cronicaweb #RosarioSangra #RosarioMarcha https://t.co/3CbkXiYAGq;0;FALSO;FALSO;7,73E+17;cronicaweb;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Wed Sep 07 00:06:38 +0000 2016;7,73E+17;176979194;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15099;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;776;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
@Intratablestv @AmericaTV #RosarioSangra #RosarioMarcha https://t.co/wQujPaDfyC;0;FALSO;FALSO;7,73E+17;Intratablestv;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Wed Sep 07 00:07:22 +0000 2016;7,73E+17;1129815728;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15100;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;776;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
@Rosariotres #RosarioSangra #RosarioMarcha https://t.co/J8Wul5WVvz;0;FALSO;FALSO;7,73E+17;Rosariotres;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";FALSO;Wed Sep 07 00:07:53 +0000 2016;7,73E+17;60647069;und;8;FALSO;allá lejos..;58327643;1i00 % Humano , No le debo nada a nadie , digo lo que pienso y listo. Y no opero para Magnetto ! AntiK y AntiSocialista;VERDADERO;Sun Jul 19 23:45:06 +0000 2009;15101;634;5217;FALSO;NA;#RosarioSangra;Buenos Aires;es;-10800;776;FlaviusOk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
